Day,Start,End,Work unit description,Duration,Task,Month,Year,Weekday,Task Category
2022-10-23,12:05 PM,2:45 PM,,160,Graduate School Application,2022-10,2022,Sunday,Application
2022-10-24,9:22 AM,10:59 AM,,97,Data Science & Programming,2022-10,2022,Monday,Data Science & Programming
2022-10-24,3:51 PM,6:51 PM,,180,Work,2022-10,2022,Monday,Career
2022-10-25,9:54 AM,12:06 PM,,132,Work,2022-10,2022,Tuesday,Career
2022-10-25,2:30 PM,9:59 PM,,449,Work,2022-10,2022,Tuesday,Career
2022-10-26,12:00 AM,12:19 AM,,19,Work,2022-10,2022,Wednesday,Career
2022-10-26,3:21 PM,8:21 PM,,300,Work,2022-10,2022,Wednesday,Career
2022-10-27,8:36 AM,1:36 PM,,300,Work,2022-10,2022,Thursday,Career
2022-10-28,2:07 PM,4:39 PM,,152,Graduate School Application,2022-10,2022,Friday,Application
2022-10-29,3:30 PM,4:24 PM,,54,Data Science & Programming,2022-10,2022,Saturday,Data Science & Programming
2022-10-30,10:27 AM,11:53 AM,,86,Graduate School Application,2022-10,2022,Sunday,Application
2022-10-30,11:53 AM,12:07 PM,,14,Work,2022-10,2022,Sunday,Career
2022-10-30,1:24 PM,5:24 PM,,240,Work,2022-10,2022,Sunday,Career
2022-10-30,7:48 PM,8:32 PM,,44,Work,2022-10,2022,Sunday,Career
2022-10-31,9:20 AM,11:58 AM,,157,Graduate School Application,2022-10,2022,Monday,Application
2022-11-01,10:10 AM,11:37 AM,,86,Graduate School Application,2022-11,2022,Tuesday,Application
2022-11-01,11:59 AM,12:20 PM,,21,Work,2022-11,2022,Tuesday,Career
2022-11-01,12:40 PM,1:27 PM,,47,Graduate School Application,2022-11,2022,Tuesday,Application
2022-11-01,1:27 PM,1:37 PM,,10,Work,2022-11,2022,Tuesday,Career
2022-11-02,10:09 AM,12:09 PM,,120,Graduate School Application,2022-11,2022,Wednesday,Application
2022-11-02,2:10 PM,4:00 PM,,110,Graduate School Application,2022-11,2022,Wednesday,Application
2022-11-02,8:09 PM,9:28 PM,,79,Personal Growth,2022-11,2022,Wednesday,Personal Growth
2022-11-03,11:39 AM,12:02 PM,,23,Graduate School Application,2022-11,2022,Thursday,Application
2022-11-03,1:22 PM,4:11 PM,,168,Graduate School Application,2022-11,2022,Thursday,Application
2022-11-04,1:23 PM,1:38 PM,,15,Graduate School Application,2022-11,2022,Friday,Application
2022-11-05,2:31 PM,5:31 PM,,180,Graduate School Application,2022-11,2022,Saturday,Application
2022-11-05,6:00 PM,7:31 PM,,91,Graduate School Application,2022-11,2022,Saturday,Application
2022-11-06,8:52 AM,4:52 PM,,480,Work,2022-11,2022,Sunday,Career
2022-11-06,9:25 AM,10:52 AM,,86,Graduate School Application,2022-11,2022,Sunday,Application
2022-11-06,2:59 PM,3:20 PM,,21,Thesis,2022-11,2022,Sunday,Research
2022-11-06,6:55 PM,8:01 PM,,66,Thesis,2022-11,2022,Sunday,Research
2022-11-07,9:53 AM,5:53 PM,,480,Work,2022-11,2022,Monday,Career
2022-11-08,9:19 AM,5:26 PM,,487,Work,2022-11,2022,Tuesday,Career
2022-11-09,9:29 AM,6:46 PM,,558,Work,2022-11,2022,Wednesday,Career
2022-11-10,9:13 AM,7:40 PM,,626,Work,2022-11,2022,Thursday,Career
2022-11-11,8:59 AM,5:10 PM,,491,Work,2022-11,2022,Friday,Career
2022-11-12,3:26 PM,5:26 PM,,120,Graduate School Application,2022-11,2022,Saturday,Application
2022-11-13,3:38 PM,4:26 PM,,48,Graduate School Application,2022-11,2022,Sunday,Application
2022-11-13,6:36 PM,9:05 PM,,148,Graduate School Application,2022-11,2022,Sunday,Application
2022-11-14,8:56 AM,5:09 PM,,494,Work,2022-11,2022,Monday,Career
2022-11-14,10:35 PM,11:35 PM,,60,Graduate School Application,2022-11,2022,Monday,Application
2022-11-15,9:48 AM,5:07 PM,,438,Work,2022-11,2022,Tuesday,Career
2022-11-15,9:35 PM,11:00 PM,,85,Graduate School Application,2022-11,2022,Tuesday,Application
2022-11-17,9:20 AM,5:05 PM,,465,Work,2022-11,2022,Thursday,Career
2022-11-18,6:25 AM,7:28 AM,,63,Graduate School Application,2022-11,2022,Friday,Application
2022-11-18,9:34 AM,5:18 PM,,465,Work,2022-11,2022,Friday,Career
2022-11-19,5:56 PM,6:40 PM,,44,Data Science & Programming,2022-11,2022,Saturday,Data Science & Programming
2022-11-19,10:52 PM,11:52 PM,,60,Graduate School Application,2022-11,2022,Saturday,Application
2022-11-20,4:09 PM,6:09 PM,,120,Graduate School Application,2022-11,2022,Sunday,Application
2022-11-21,9:10 AM,5:20 PM,,490,Work,2022-11,2022,Monday,Career
2022-11-21,8:02 PM,9:32 PM,,90,Graduate School Application,2022-11,2022,Monday,Application
2022-11-22,9:15 AM,5:58 PM,,523,Work,2022-11,2022,Tuesday,Career
2022-11-22,9:37 PM,10:09 PM,,32,Graduate School Application,2022-11,2022,Tuesday,Application
2022-11-23,9:28 AM,5:02 PM,,453,Work,2022-11,2022,Wednesday,Career
2022-11-23,6:12 PM,9:30 PM,,197,Graduate School Application,2022-11,2022,Wednesday,Application
2022-11-24,9:37 AM,5:55 PM,,499,Work,2022-11,2022,Thursday,Career
2022-11-25,9:54 AM,5:48 PM,,474,Work,2022-11,2022,Friday,Career
2022-11-28,9:10 AM,5:41 PM,,511,Work,2022-11,2022,Monday,Career
2022-11-28,10:00 PM,11:40 PM,,100,Graduate School Application,2022-11,2022,Monday,Application
2022-11-29,9:13 AM,5:19 PM,,485,Work,2022-11,2022,Tuesday,Career
2022-11-29,7:37 PM,11:30 PM,,232,Graduate School Application,2022-11,2022,Tuesday,Application
2022-11-30,9:29 AM,5:45 PM,,496,Work,2022-11,2022,Wednesday,Career
2022-11-30,6:28 PM,11:59 PM,,330,Graduate School Application,2022-11,2022,Wednesday,Application
2022-12-01,12:00 AM,12:39 AM,,39,Graduate School Application,2022-12,2022,Thursday,Application
2022-12-01,9:32 AM,5:10 PM,,458,Work,2022-12,2022,Thursday,Career
2022-12-02,9:53 AM,4:53 PM,,420,Work,2022-12,2022,Friday,Career
2022-12-03,9:31 PM,11:31 PM,,120,Graduate School Application,2022-12,2022,Saturday,Application
2022-12-04,12:31 PM,3:31 PM,,180,Graduate School Application,2022-12,2022,Sunday,Application
2022-12-05,9:30 AM,5:54 PM,,503,Work,2022-12,2022,Monday,Career
2022-12-05,8:18 PM,11:59 PM,,221,Graduate School Application,2022-12,2022,Monday,Application
2022-12-06,12:30 AM,2:19 AM,,109,Graduate School Application,2022-12,2022,Tuesday,Application
2022-12-06,9:16 AM,10:26 PM,,790,Work,2022-12,2022,Tuesday,Career
2022-12-06,10:46 PM,11:15 PM,,29,Graduate School Application,2022-12,2022,Tuesday,Application
2022-12-07,9:45 AM,7:59 PM,,613,Work,2022-12,2022,Wednesday,Career
2022-12-08,9:13 AM,10:31 AM,,78,Work,2022-12,2022,Thursday,Career
2022-12-08,10:31 AM,1:51 PM,,200,Work,2022-12,2022,Thursday,Career
2022-12-11,3:47 PM,5:34 PM,,106,Graduate School Application,2022-12,2022,Sunday,Application
2022-12-13,10:55 AM,2:55 PM,,240,Graduate School Application,2022-12,2022,Tuesday,Application
2022-12-13,7:55 PM,9:14 PM,,79,Graduate School Application,2022-12,2022,Tuesday,Application
2022-12-14,9:18 AM,5:10 PM,,471,Work,2022-12,2022,Wednesday,Career
2022-12-16,10:03 AM,2:59 PM,,296,Work,2022-12,2022,Friday,Career
2022-12-19,9:20 AM,11:20 AM,,120,Data Science & Programming,2022-12,2022,Monday,Data Science & Programming
2022-12-19,11:30 AM,6:03 PM,,393,Work,2022-12,2022,Monday,Career
2022-12-19,7:55 PM,11:55 PM,,240,Graduate School Application,2022-12,2022,Monday,Application
2022-12-20,9:20 AM,9:39 AM,,18,Data Science & Programming,2022-12,2022,Tuesday,Data Science & Programming
2022-12-20,9:59 AM,2:01 PM,,241,Work,2022-12,2022,Tuesday,Career
2022-12-20,10:49 PM,11:34 PM,,45,Graduate School Application,2022-12,2022,Tuesday,Application
2022-12-21,10:43 AM,4:30 PM,,347,Work,2022-12,2022,Wednesday,Career
2022-12-21,8:18 PM,10:48 PM,,150,Graduate School Application,2022-12,2022,Wednesday,Application
2022-12-23,9:58 AM,5:57 PM,,478,Work,2022-12,2022,Friday,Career
2022-12-25,12:57 PM,4:41 PM,,224,Graduate School Application,2022-12,2022,Sunday,Application
2022-12-25,10:15 PM,11:59 PM,,103,Graduate School Application,2022-12,2022,Sunday,Application
2022-12-26,10:00 AM,5:30 PM,,450,Work,2022-12,2022,Monday,Career
2022-12-27,9:39 AM,5:47 PM,,487,Work,2022-12,2022,Tuesday,Career
2022-12-28,9:39 AM,5:13 PM,,454,Work,2022-12,2022,Wednesday,Career
2022-12-29,9:28 AM,4:59 PM,,450,Work,2022-12,2022,Thursday,Career
2022-12-30,9:23 AM,5:12 PM,,469,Work,2022-12,2022,Friday,Career
2023-01-03,9:37 AM,5:37 PM,,480,Work,2023-01,2023,Tuesday,Career
2023-01-03,3:00 PM,5:27 PM,,148,Graduate School Application,2023-01,2023,Tuesday,Application
2023-01-03,10:00 PM,10:37 PM,,37,Graduate School Application,2023-01,2023,Tuesday,Application
2023-01-07,9:09 PM,11:59 PM,,170,Graduate School Application,2023-01,2023,Saturday,Application
2023-01-08,12:00 AM,1:49 AM,,109,Graduate School Application,2023-01,2023,Sunday,Application
2023-01-08,6:43 PM,8:02 PM,,79,Graduate School Application,2023-01,2023,Sunday,Application
2023-01-10,9:33 AM,5:21 PM,,468,Work,2023-01,2023,Tuesday,Career
2023-01-10,9:23 PM,10:23 PM,,60,Graduate School Application,2023-01,2023,Tuesday,Application
2023-01-11,9:23 AM,5:20 PM,,477,Work,2023-01,2023,Wednesday,Career
2023-01-11,6:55 PM,10:35 PM,,220,Graduate School Application,2023-01,2023,Wednesday,Application
2023-01-15,10:04 AM,11:16 AM,,72,Graduate School Application,2023-01,2023,Sunday,Application
2023-01-15,1:03 PM,8:17 PM,,434,Graduate School Application,2023-01,2023,Sunday,Application
2023-01-16,9:26 AM,5:31 PM,,485,Work,2023-01,2023,Monday,Career
2023-01-17,8:40 AM,9:10 AM,,30,Graduate School Application,2023-01,2023,Tuesday,Application
2023-01-17,9:31 AM,5:23 PM,,473,Work,2023-01,2023,Tuesday,Career
2023-01-24,12:00 AM,4:15 AM,,255,Graduate School Application,2023-01,2023,Tuesday,Application
2023-01-24,1:15 PM,4:18 PM,,183,Graduate School Application,2023-01,2023,Tuesday,Application
2023-01-27,10:20 AM,12:10 PM,,111,Data Science & Programming,2023-01,2023,Friday,Data Science & Programming
2023-01-28,9:38 AM,5:38 PM,,480,Work,2023-01,2023,Saturday,Career
2023-01-29,8:37 AM,9:07 AM,,30,Graduate School Application,2023-01,2023,Sunday,Application
2023-01-29,9:38 AM,5:31 PM,,472,Work,2023-01,2023,Sunday,Career
2023-01-30,9:29 AM,4:57 PM,,448,Work,2023-01,2023,Monday,Career
2023-01-31,9:32 AM,5:30 PM,,478,Work,2023-01,2023,Tuesday,Career
2023-02-01,9:29 AM,5:20 PM,,471,Work,2023-02,2023,Wednesday,Career
2023-02-02,9:30 AM,5:23 PM,,473,Work,2023-02,2023,Thursday,Career
2023-02-03,9:38 AM,5:23 PM,,465,Work,2023-02,2023,Friday,Career
2023-02-05,2:50 PM,3:30 PM,,40,Graduate School Application,2023-02,2023,Sunday,Application
2023-02-06,9:31 AM,5:09 PM,,458,Work,2023-02,2023,Monday,Career
2023-02-07,2:09 PM,5:25 PM,,195,Graduate School Application,2023-02,2023,Tuesday,Application
2023-02-13,11:27 AM,12:39 PM,,72,Data Science & Programming,2023-02,2023,Monday,Data Science & Programming
2023-02-14,5:37 PM,11:45 PM,,367,Personal Growth,2023-02,2023,Tuesday,Personal Growth
2023-02-16,9:19 AM,9:49 AM,,30,Homework,2023-02,2023,Thursday,School
2023-02-16,9:52 AM,12:00 PM,,128,Data Science & Programming,2023-02,2023,Thursday,Data Science & Programming
2023-02-16,3:08 PM,5:05 PM,,117,Data Science & Programming,2023-02,2023,Thursday,Data Science & Programming
2023-02-17,4:01 PM,4:37 PM,,35,Homework,2023-02,2023,Friday,School
2023-02-18,3:43 PM,5:51 PM,,127,Homework,2023-02,2023,Saturday,School
2023-02-18,7:17 PM,8:11 PM,,53,Homework,2023-02,2023,Saturday,School
2023-02-18,8:13 PM,8:13 PM,,0,Personal Growth,2023-02,2023,Saturday,Personal Growth
2023-02-20,7:04 PM,11:59 PM,,295,Homework,2023-02,2023,Monday,School
2023-02-21,12:00 AM,12:08 AM,,9,Homework,2023-02,2023,Tuesday,School
2023-02-22,1:54 PM,2:12 PM,,18,Personal Growth,2023-02,2023,Wednesday,Personal Growth
2023-02-23,12:31 PM,1:50 PM,,79,Data Science & Programming,2023-02,2023,Thursday,Data Science & Programming
2023-02-23,3:09 PM,4:16 PM,,67,Personal Growth,2023-02,2023,Thursday,Personal Growth
2023-02-26,8:15 PM,9:37 PM,,82,Personal Growth,2023-02,2023,Sunday,Personal Growth
2023-02-27,3:30 PM,5:00 PM,,90,Data Science & Programming,2023-02,2023,Monday,Data Science & Programming
2023-02-27,7:10 PM,8:10 PM,,60,Data Science & Programming,2023-02,2023,Monday,Data Science & Programming
2023-03-02,9:19 AM,11:02 AM,,104,Graduate School Application,2023-03,2023,Thursday,Application
2023-03-02,1:00 PM,2:32 PM,,91,Graduate School Application,2023-03,2023,Thursday,Application
2023-03-06,9:15 AM,6:10 PM,,535,Work,2023-03,2023,Monday,Career
2023-03-07,9:39 AM,6:22 PM,,522,Work,2023-03,2023,Tuesday,Career
2023-03-08,9:36 AM,12:00 PM,,144,Work,2023-03,2023,Wednesday,Career
2023-03-09,10:04 AM,11:27 AM,,83,Homework,2023-03,2023,Thursday,School
2023-03-12,12:27 PM,1:31 PM,,64,Homework,2023-03,2023,Sunday,School
2023-03-13,9:00 AM,6:34 PM,,573,Work,2023-03,2023,Monday,Career
2023-03-13,8:30 PM,9:51 PM,,81,Homework,2023-03,2023,Monday,School
2023-03-14,9:35 AM,6:15 PM,,520,Work,2023-03,2023,Tuesday,Career
2023-03-15,9:22 AM,5:55 PM,,514,Work,2023-03,2023,Wednesday,Career
2023-03-16,2:25 PM,4:59 PM,,153,Homework,2023-03,2023,Thursday,School
2023-03-20,9:00 AM,6:10 PM,,550,Work,2023-03,2023,Monday,Career
2023-03-21,9:29 AM,6:29 PM,,540,Work,2023-03,2023,Tuesday,Career
2023-03-22,9:11 AM,6:08 PM,,536,Work,2023-03,2023,Wednesday,Career
2023-03-24,1:12 PM,4:40 PM,,208,Homework,2023-03,2023,Friday,School
2023-03-26,2:55 PM,3:50 PM,,55,Data Science & Programming,2023-03,2023,Sunday,Data Science & Programming
2023-03-27,8:55 AM,6:01 PM,,546,Work,2023-03,2023,Monday,Career
2023-03-28,9:18 AM,6:28 PM,,550,Work,2023-03,2023,Tuesday,Career
2023-03-29,9:28 AM,6:30 PM,,542,Work,2023-03,2023,Wednesday,Career
2023-03-30,1:11 PM,2:11 PM,,24,Data Science & Programming,2023-03,2023,Thursday,Data Science & Programming
2023-03-31,12:55 PM,2:10 PM,,75,Homework,2023-03,2023,Friday,School
2023-04-02,10:40 AM,11:00 AM,,20,Homework,2023-04,2023,Sunday,School
2023-04-02,2:40 PM,4:22 PM,,102,Homework,2023-04,2023,Sunday,School
2023-04-03,9:00 AM,6:06 PM,,546,Work,2023-04,2023,Monday,Career
2023-04-05,2:11 PM,4:07 PM,,116,Homework,2023-04,2023,Wednesday,School
2023-04-06,8:35 AM,10:37 AM,,122,Homework,2023-04,2023,Thursday,School
2023-04-06,1:04 PM,3:39 PM,,155,Homework,2023-04,2023,Thursday,School
2023-04-10,8:58 AM,5:41 PM,,523,Work,2023-04,2023,Monday,Career
2023-04-11,9:25 AM,6:11 PM,,526,Work,2023-04,2023,Tuesday,Career
2023-04-12,9:25 AM,6:21 PM,,537,Work,2023-04,2023,Wednesday,Career
2023-04-14,2:50 PM,2:59 PM,,9,Data Science & Programming,2023-04,2023,Friday,Data Science & Programming
2023-04-16,10:12 AM,11:12 AM,,60,Personal Growth,2023-04,2023,Sunday,Personal Growth
2023-04-16,1:56 PM,5:20 PM,,105,Homework,2023-04,2023,Sunday,School
2023-04-17,9:08 AM,6:08 PM,,540,Work,2023-04,2023,Monday,Career
2023-04-18,9:27 AM,6:07 PM,,521,Work,2023-04,2023,Tuesday,Career
2023-04-19,9:28 AM,6:21 PM,,533,Work,2023-04,2023,Wednesday,Career
2023-04-21,5:36 PM,7:29 PM,,113,Homework,2023-04,2023,Friday,School
2023-04-22,5:10 PM,5:38 PM,,28,Personal Growth,2023-04,2023,Saturday,Personal Growth
2023-04-24,8:40 AM,9:00 AM,,20,Homework,2023-04,2023,Monday,School
2023-04-24,9:00 AM,6:00 PM,,541,Work,2023-04,2023,Monday,Career
2023-04-25,9:36 AM,6:24 PM,,528,Work,2023-04,2023,Tuesday,Career
2023-04-26,9:30 AM,6:54 PM,,565,Work,2023-04,2023,Wednesday,Career
2023-04-28,2:37 PM,3:44 PM,,41,Homework,2023-04,2023,Friday,School
2023-05-01,11:10 AM,12:42 PM,,93,Personal Growth,2023-05,2023,Monday,Personal Growth
2023-05-02,2:52 PM,4:14 PM,,82,Personal Growth,2023-05,2023,Tuesday,Personal Growth
2023-05-03,3:17 PM,4:59 PM,,102,Personal Growth,2023-05,2023,Wednesday,Personal Growth
2023-05-04,9:26 AM,7:04 PM,,578,Work,2023-05,2023,Thursday,Career
2023-05-05,7:06 AM,8:42 AM,,97,Data Science & Programming,2023-05,2023,Friday,Data Science & Programming
2023-05-06,9:29 AM,6:21 PM,,531,Work,2023-05,2023,Saturday,Career
2023-05-07,10:58 AM,11:17 AM,,19,Personal Growth,2023-05,2023,Sunday,Personal Growth
2023-05-07,11:17 AM,12:00 PM,,43,Homework,2023-05,2023,Sunday,School
2023-05-08,6:08 PM,7:08 PM,,60,Homework,2023-05,2023,Monday,School
2023-05-09,10:08 AM,12:34 PM,,145,Homework,2023-05,2023,Tuesday,School
2023-05-09,2:01 PM,5:25 PM,,204,Homework,2023-05,2023,Tuesday,School
2023-05-10,10:45 AM,4:03 PM,,255,Homework,2023-05,2023,Wednesday,School
2023-05-11,2:46 PM,3:04 PM,,18,Data Science & Programming,2023-05,2023,Thursday,Data Science & Programming
2023-05-12,5:04 PM,6:04 PM,,60,Personal Growth,2023-05,2023,Friday,Personal Growth
2023-05-13,1:50 PM,4:19 PM,,149,Homework,2023-05,2023,Saturday,School
2023-05-14,1:33 PM,3:13 PM,,100,Homework,2023-05,2023,Sunday,School
2023-05-15,9:02 AM,11:02 AM,,120,Homework,2023-05,2023,Monday,School
2023-05-15,4:02 PM,5:59 PM,,117,Homework,2023-05,2023,Monday,School
2023-05-16,2:50 PM,5:16 PM,,146,Personal Growth,2023-05,2023,Tuesday,Personal Growth
2023-05-16,7:30 PM,8:04 PM,,35,Homework,2023-05,2023,Tuesday,School
2023-05-17,1:43 PM,5:14 PM,,211,Homework,2023-05,2023,Wednesday,School
2023-05-18,2:32 PM,5:26 PM,,173,Homework,2023-05,2023,Thursday,School
2023-05-18,9:47 PM,10:47 PM,,60,Homework,2023-05,2023,Thursday,School
2023-05-19,12:56 PM,3:30 PM,,154,Homework,2023-05,2023,Friday,School
2023-05-20,8:34 AM,11:29 AM,,175,Homework,2023-05,2023,Saturday,School
2023-05-20,2:40 PM,11:02 PM,,503,Homework,2023-05,2023,Saturday,School
2023-05-22,10:14 AM,1:44 PM,,210,Homework,2023-05,2023,Monday,School
2023-05-23,8:30 AM,1:45 PM,,316,Homework,2023-05,2023,Tuesday,School
2023-05-23,8:57 PM,10:02 PM,,64,Homework,2023-05,2023,Tuesday,School
2023-05-24,9:52 AM,1:09 PM,,197,Homework,2023-05,2023,Wednesday,School
2023-05-24,2:08 PM,5:00 PM,,171,Homework,2023-05,2023,Wednesday,School
2023-05-24,9:34 PM,11:12 PM,,97,Homework,2023-05,2023,Wednesday,School
2023-05-25,10:30 AM,2:32 PM,,242,Homework,2023-05,2023,Thursday,School
2023-05-26,10:24 AM,7:32 PM,,548,Homework,2023-05,2023,Friday,School
2023-05-26,9:56 PM,11:59 PM,,123,Homework,2023-05,2023,Friday,School
2023-05-27,12:00 AM,12:32 AM,,32,Homework,2023-05,2023,Saturday,School
2023-05-27,2:08 PM,11:24 PM,,372,Homework,2023-05,2023,Saturday,School
2023-05-28,10:50 AM,1:20 PM,,149,Homework,2023-05,2023,Sunday,School
2023-05-28,2:39 PM,4:38 PM,,119,Homework,2023-05,2023,Sunday,School
2023-05-29,8:34 AM,1:44 PM,,310,Homework,2023-05,2023,Monday,School
2023-05-29,4:46 PM,6:46 PM,,120,Homework,2023-05,2023,Monday,School
2023-05-31,10:35 AM,3:33 PM,,299,Homework,2023-05,2023,Wednesday,School
2023-05-31,4:08 PM,6:05 PM,,117,Homework,2023-05,2023,Wednesday,School
2023-06-01,1:34 AM,5:36 AM,,242,Homework,2023-06,2023,Thursday,School
2023-06-01,9:51 AM,5:51 PM,,480,Homework,2023-06,2023,Thursday,School
2023-06-03,3:30 PM,6:30 PM,,180,Personal Growth,2023-06,2023,Saturday,Personal Growth
2023-06-05,10:31 AM,11:39 AM,,68,Personal Growth,2023-06,2023,Monday,Personal Growth
2023-06-05,1:55 PM,3:22 PM,,86,Personal Growth,2023-06,2023,Monday,Personal Growth
2023-06-05,3:33 PM,4:52 PM,,79,Personal Growth,2023-06,2023,Monday,Personal Growth
2023-06-06,9:40 AM,11:11 AM,,91,Homework,2023-06,2023,Tuesday,School
2023-06-06,1:00 PM,3:41 PM,,161,Homework,2023-06,2023,Tuesday,School
2023-06-06,8:25 PM,11:25 PM,,180,Homework,2023-06,2023,Tuesday,School
2023-06-07,2:02 PM,4:35 PM,,153,Homework,2023-06,2023,Wednesday,School
2023-06-07,5:13 PM,7:30 PM,,137,Homework,2023-06,2023,Wednesday,School
2023-06-08,10:13 AM,11:49 AM,,96,Homework,2023-06,2023,Thursday,School
2023-06-08,2:10 PM,5:07 PM,,178,Homework,2023-06,2023,Thursday,School
2023-06-08,6:45 PM,7:59 PM,,74,Homework,2023-06,2023,Thursday,School
2023-06-09,10:23 AM,11:24 AM,,61,Data Science & Programming,2023-06,2023,Friday,Data Science & Programming
2023-06-09,11:24 AM,12:46 PM,,82,Homework,2023-06,2023,Friday,School
2023-06-09,2:46 PM,4:16 PM,,90,Homework,2023-06,2023,Friday,School
2023-06-10,2:53 PM,4:07 PM,,74,Homework,2023-06,2023,Saturday,School
2023-06-11,5:47 AM,7:47 AM,,120,Homework,2023-06,2023,Sunday,School
2023-06-11,1:37 PM,3:43 PM,,127,Homework,2023-06,2023,Sunday,School
2023-06-11,7:05 PM,7:24 PM,,19,Homework,2023-06,2023,Sunday,School
2023-06-11,8:00 PM,11:59 PM,,238,Homework,2023-06,2023,Sunday,School
2023-06-12,12:00 AM,12:44 AM,,11,Homework,2023-06,2023,Monday,School
2023-06-14,2:44 PM,6:44 PM,,240,Homework,2023-06,2023,Wednesday,School
2023-06-14,7:45 PM,11:58 PM,,254,Homework,2023-06,2023,Wednesday,School
2023-06-15,8:25 AM,5:14 PM,,529,Homework,2023-06,2023,Thursday,School
2023-06-15,6:28 PM,10:26 PM,,238,Homework,2023-06,2023,Thursday,School
2023-06-16,9:21 AM,5:18 PM,,477,Homework,2023-06,2023,Friday,School
2023-06-16,7:20 PM,11:59 PM,,279,Homework,2023-06,2023,Friday,School
2023-06-17,12:00 AM,1:22 AM,,83,Homework,2023-06,2023,Saturday,School
2023-06-17,8:45 AM,12:34 PM,,230,Homework,2023-06,2023,Saturday,School
2023-06-18,1:33 PM,2:33 PM,,60,Homework,2023-06,2023,Sunday,School
2023-06-19,9:33 AM,4:48 PM,,435,Homework,2023-06,2023,Monday,School
2023-07-03,2:25 PM,4:25 PM,,120,Data Science & Programming,2023-07,2023,Monday,Data Science & Programming
2023-07-03,4:25 PM,6:25 PM,,120,Personal Growth,2023-07,2023,Monday,Personal Growth
2023-07-05,4:00 PM,9:00 PM,,300,Personal Growth,2023-07,2023,Wednesday,Personal Growth
2023-07-06,11:32 AM,3:32 PM,,240,Personal Growth,2023-07,2023,Thursday,Personal Growth
2023-07-18,3:52 PM,5:52 PM,,120,Personal Growth,2023-07,2023,Tuesday,Personal Growth
2023-07-19,10:31 AM,12:31 PM,,120,Personal Growth,2023-07,2023,Wednesday,Personal Growth
2023-07-19,2:36 PM,5:36 PM,,180,Personal Growth,2023-07,2023,Wednesday,Personal Growth
2023-07-19,9:28 PM,11:28 PM,,120,Personal Growth,2023-07,2023,Wednesday,Personal Growth
2023-07-21,11:29 AM,1:29 PM,,120,Personal Growth,2023-07,2023,Friday,Personal Growth
2023-07-25,1:22 PM,8:22 PM,,420,Personal Growth,2023-07,2023,Tuesday,Personal Growth
2023-07-25,8:50 PM,11:50 PM,,180,Personal Growth,2023-07,2023,Tuesday,Personal Growth
2023-07-26,12:50 AM,1:50 AM,,60,Personal Growth,2023-07,2023,Wednesday,Personal Growth
2023-07-26,12:20 PM,5:35 PM,,315,Personal Growth,2023-07,2023,Wednesday,Personal Growth
2023-07-27,10:26 AM,12:26 PM,,120,Personal Growth,2023-07,2023,Thursday,Personal Growth
2023-08-22,6:06 PM,9:06 PM,,180,Data Science & Programming,2023-08,2023,Tuesday,Data Science & Programming
2023-08-24,2:20 PM,3:00 PM,,39,Personal Growth,2023-08,2023,Thursday,Personal Growth
2023-08-24,3:00 PM,3:25 PM,,25,Data Science & Programming,2023-08,2023,Thursday,Data Science & Programming
2023-08-24,3:25 PM,5:16 PM,,110,Data Science & Programming,2023-08,2023,Thursday,Data Science & Programming
2023-08-29,10:34 AM,12:39 PM,,125,Data Science & Programming,2023-08,2023,Tuesday,Data Science & Programming
2023-08-29,1:45 PM,2:47 PM,,62,Homework,2023-08,2023,Tuesday,School
2023-08-29,2:47 PM,4:58 PM,,131,Data Science & Programming,2023-08,2023,Tuesday,Data Science & Programming
2023-08-30,10:42 AM,11:57 AM,,75,Personal Growth,2023-08,2023,Wednesday,Personal Growth
2023-08-30,1:10 PM,1:36 PM,,26,Data Science & Programming,2023-08,2023,Wednesday,Data Science & Programming
2023-08-31,8:52 AM,11:34 AM,,162,Personal Growth,2023-08,2023,Thursday,Personal Growth
2023-08-31,1:37 PM,2:26 PM,,50,Personal Growth,2023-08,2023,Thursday,Personal Growth
2023-08-31,2:26 PM,4:18 PM,,112,Data Science & Programming,2023-08,2023,Thursday,Data Science & Programming
2023-09-01,5:53 PM,11:59 PM,,365,Data Science & Programming,2023-09,2023,Friday,Data Science & Programming
2023-09-03,2:44 PM,2:47 PM,,3,Thesis,2023-09,2023,Sunday,Research
2023-09-03,2:47 PM,5:10 PM,,114,Homework,2023-09,2023,Sunday,School
2023-09-03,5:28 PM,5:46 PM,,18,Homework,2023-09,2023,Sunday,School
2023-09-04,9:24 AM,10:56 AM,,92,Data Science & Programming,2023-09,2023,Monday,Data Science & Programming
2023-09-04,12:25 PM,3:25 PM,,181,Homework,2023-09,2023,Monday,School
2023-09-04,3:25 PM,4:50 PM,,85,Data Science & Programming,2023-09,2023,Monday,Data Science & Programming
2023-09-05,10:16 AM,12:30 PM,,134,Data Science & Programming,2023-09,2023,Tuesday,Data Science & Programming
2023-09-05,2:00 PM,3:38 PM,,98,Data Science & Programming,2023-09,2023,Tuesday,Data Science & Programming
2023-09-05,10:41 PM,11:41 PM,,60,Thesis,2023-09,2023,Tuesday,Research
2023-09-06,9:49 AM,11:25 AM,,96,Thesis,2023-09,2023,Wednesday,Research
2023-09-06,11:33 AM,12:32 PM,,59,Personal Growth,2023-09,2023,Wednesday,Personal Growth
